sourceDataset,year,areaName,industryMediumClassName,currencyUnitName,averageSalesAmountRaw,averageSalesAmountKrwAssumed,areaUnitAverageSalesAmountRaw,areaUnitAverageSalesAmountKrwAssumed,amountUnitAssumption
area_industry_average_out,2017,대구,아이스크림/빙수 ,(단위 :천원),9300,9300000,186,186000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,인천,아이스크림/빙수 ,(단위 :천원),8133,8133000,130,130000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,광주,아이스크림/빙수 ,(단위 :천원),14340,14340000,203,203000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,대전,아이스크림/빙수 ,(단위 :천원),15116,15116000,217,217000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,울산,아이스크림/빙수 ,(단위 :천원),14620,14620000,206,206000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,경기,아이스크림/빙수 ,(단위 :천원),2762,2762000,65,65000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,강원,아이스크림/빙수 ,(단위 :천원),9779,9779000,263,263000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,충북,아이스크림/빙수 ,(단위 :천원),14636,14636000,232,232000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,충남,아이스크림/빙수 ,(단위 :천원),12109,12109000,246,246000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,전북,아이스크림/빙수 ,(단위 :천원),12099,12099000,198,198000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,전남,아이스크림/빙수 ,(단위 :천원),12706,12706000,186,186000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,경북,아이스크림/빙수 ,(단위 :천원),8783,8783000,111,111000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,경남,아이스크림/빙수 ,(단위 :천원),5495,5495000,99,99000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,서울,서양식,(단위 :천원),37986,37986000,476,476000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,부산,서양식,(단위 :천원),26390,26390000,264,264000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,대구,서양식,(단위 :천원),34917,34917000,495,495000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,인천,서양식,(단위 :천원),53109,53109000,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,광주,서양식,(단위 :천원),41578,41578000,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,대전,서양식,(단위 :천원),27654,27654000,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,울산,서양식,(단위 :천원),15516,15516000,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,경기,서양식,(단위 :천원),31121,31121000,362,362000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,강원,서양식,(단위 :천원),0,0,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,충북,서양식,(단위 :천원),33060,33060000,0,0,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,충남,서양식,(단위 :천원),48626,48626000,163,163000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,전북,서양식,(단위 :천원),47134,47134000,247,247000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,세종,주점,(단위 :천원),11509,11509000,408,408000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,서울,기타 외식,(단위 :천원),20350,20350000,288,288000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,부산,기타 외식,(단위 :천원),17753,17753000,319,319000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,대구,기타 외식,(단위 :천원),18337,18337000,365,365000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,인천,기타 외식,(단위 :천원),22648,22648000,332,332000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,광주,기타 외식,(단위 :천원),19035,19035000,366,366000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,대전,기타 외식,(단위 :천원),16904,16904000,514,514000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,울산,기타 외식,(단위 :천원),13592,13592000,222,222000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,경기,기타 외식,(단위 :천원),15311,15311000,231,231000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,강원,기타 외식,(단위 :천원),15027,15027000,228,228000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,충북,기타 외식,(단위 :천원),24083,24083000,279,279000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,충남,기타 외식,(단위 :천원),20037,20037000,263,263000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,전북,기타 외식,(단위 :천원),19835,19835000,313,313000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,전남,기타 외식,(단위 :천원),12470,12470000,187,187000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,경북,기타 외식,(단위 :천원),15112,15112000,224,224000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
area_industry_average_out,2017,경남,기타 외식,(단위 :천원),15439,15439000,262,262000,FTC franchise API raw amount values are assumed to be in KRW thousand units based on franchise disclosure conventions.
